02-28 11:17,4000,31727,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,8000,67455,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,12000,103311,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,16000,142911,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,20000,179215,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,24000,218623,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,28000,258511,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,32000,301823,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,36000,339279,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,40000,378431,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,44000,418415,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,48000,461247,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,52000,502319,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,56000,545023,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,60000,589007,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,64000,635647,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,68000,676175,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,72000,714559,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,76000,754607,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,80000,796863,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,84000,838895,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,88000,880831,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,92000,924719,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,96000,970495,merge,data/reverse_v0.txt,REVERSED,100
02-28 11:17,100000,1015023,merge,data/reverse_v0.txt,REVERSED,100
